Date,Stock,Headline,Label
2022-08-05,RIVN-US,"Rivian shareholder Ford to sell 8M shares - CNBC ($28.79, 0.00)",0
2022-08-06,1211-HK,"BYD Co. Ltd. increases share buyback price limit from CNY300/share to CNY400/share (HK$302.00, 0.00)",0
2022-08-06,1211-HK,"BYD executive says it is preparing to supply batteries to Tesla - CGTN (HK$302.80, +9.00)",0
2022-08-06,MBG-DE,"Baden-Württemberg PM Winfried Kretschmann rules out any major Chinese influence at Mercedes - Handelsblatt (€67.77, 0.00)",0
2022-08-06,175-HK,"Geely Automobile Holdings enters into strategic partnership with Hainan provincial government (HK$15.16, 0.00)",0
2022-08-06,175-HK,"Baden-Württemberg PM Winfried Kretschmann rules out any major Chinese influence at Mercedes - Handelsblatt (€67.77, 0.00)",0
2022-08-06,2333-HK,"Great Wall Motor reports May sales volume 80,062 units, (7.9%) y/y (HK$14.94, 0.00)",0
2022-08-06,RACE-IT,"Ferrari upgraded to hold from reduce at Kepler Cheuvreux (€177.05, 0.00)",0
2022-08-06,NIO-US,"NIO Inc initiated overweight at Kaiyuan Securities (pre-Hong Kong open) (HK$161.80, +0.20)",0
2022-08-06,TSLA-US,"BYD executive says it is preparing to supply batteries to Tesla - CGTN (HK$302.80, +9.00)",0
2022-08-07,2333-HK,"Great Wall Motor reports Jun sales volume 101,186 units, +0.5% y/y (HK$14.60, 0.00)",0
2022-08-07,BMW-DE,"BMW reports Q2 worldwide sales 563,536 vehicles, (19.8%) y/y (€74.78, 0.00)",0
2022-08-07,VOLV.B-SE,"Volvo Group, Daimler Truck and the TRATON GROUP kick off European charging infrastructure joint venture (SEK 167.48, +1.62)",0
2022-08-08,175-HK,"Geely Automobile Holdings reports July sales volume 122,633 units, +24% y/y (HK$17.78, 0.00)",0
2022-08-08,2333-HK,"Great Wall Motor reports Jul sales volume 101,920 units, +11.3% y/y (HK$12.14, 0.00)",0
2022-08-08,TSLA-US,"Tesla signs contract to buy $5B of nickel materials from Indonesia - CNBC Indonesia (23:55 ET) ($864.51, 0.00)",0
2022-08-09,2333-HK,"Great Wall Motor reports August sales volume 88,226 units, +18.8% y/y (HK$10.96, 0.00)",0
2022-08-09,RIVN-US,"Mercedes-Benz Vans and Rivian sign MOU for joint venture to produce electric vans ($33.25, 0.00)",1
2022-08-09,STLAM-IT,"Stellantis Jeep brand unveils new phase of all-electric product offerings (€13.08, -0.06)",1
2022-08-09,TSLA-US,"Tesla provides production details to employees at Nevada gigafactory - CNBC ($289.26, 0.00)",1
2022-08-10,RIVN-US,"Rivian recalling 13,000 vehicles over steering issue -- NYT ($33.95, 0.00)",1
2022-08-11,TSLA-US,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,GM-US,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,005380-KR,"Hyundai Motor Co. reaches deal for delivery of rare earth materials essential for producing EVs (KRW 170000.0000, 0)",1
2022-08-11,LI-US,CPCA issues October China national passenger vehicle market analysis,0
2022-08-11,7269-JP,"Suzuki Motor reports Q2 net income attributable ¥56.8B vs FactSet ¥41.75B [9 est, ¥30.70-47.70B] (¥5113.0000, 0)",0
2022-08-11,NIO-US,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,LCID-US,"Lucid Group enters into $600M equity distribution agreements with BofA, Barclays and Citi; enters subscription agreement with holder Ayar Third Investment  - 424B5 ($13.50, 0.00)",1
2022-08-11,LCID-US,"Lucid Group reports Q3 EPS ($0.40) vs FactSet ($0.31) [6 est, ($0.36)-(0.25)] ($13.53, 0.00)",1
2022-08-11,2333-HK,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,1211-HK,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,9868-HK,CPCA issues October China national passenger vehicle market analysis,1
2022-08-11,175-HK,CPCA issues October China national passenger vehicle market analysis,1
2022-08-12,PII-US,"Polaris Inc. downgraded to market perform from outperform at BMO Capital Markets ($108.13, 0.00)",0
2022-08-12,2333-HK,"Great Wall Motor reports November sales volume 87,560 units, (28.5%) y/y (HK$11.10, 0.00)",0
2022-08-12,TSLA-US,"Tesla said to be cutting length of production shifts, slowing hiring at its Shanghai factory -- Bloomberg ($174.04, 0.00)",0
2022-08-12,005380-KR,"Hyundai Motor, SK On to build EV battery facility in US (pre-Korean open) (KRW 162000.0000, 0)",0
2022-08-12,2333-HK,Great Wall Motor downgraded to neutral from outperform at Credit Suisse,0
2022-08-12,BMW-DE,"Bayerische Motoren Werke downgraded to underperform from neutral at BofA (€84.56, 0.00)",0
2022-08-15,TSLA-US,"Panasonic to raise production capacity for Tesla batteries by 10% by 2024 - Nikkei, seemingly citing sources (¥1129.0000, 0)",0
2022-08-15,RIVN-US,Third Point discloses material changes in holdings in 13F filing,1
2022-08-15,PSNY-US,Greenlight (Einhorn) discloses material changes in holdings in 13F filing,0
2022-08-15,LI-US,"StreetAccount Metrics Recap - Li Auto Q2 Earnings ($32.49, 0.00)",0
2022-08-15,LI-US,"Li Auto reports Q2 non-GAAP EPADS (CNY0.17) vs consensus (CNY0.17) ($32.49, 0.00)",0
2022-08-15,RIVN-US,Greenlight (Einhorn) discloses material changes in holdings in 13F filing,1
2022-08-15,PSNY-US,Elliott discloses material changes in holdings in 13F filing,0
2022-08-15,500520-IN,"Mahindra & Mahindra guides electric vehicles to make up 30% of sales by 2027 - Mint (INR 1259.70, 0.00)",0
2022-08-16,LI-US,"Street Takeaways - Li Auto Q2 Earnings ($30.98, -1.58)",0
2022-08-16,1211-HK,"Apple in discussions to produce Apple Watch, MacBook in Vietnam for the first time - Nikkei ($173.03, 0.00)",1
2022-08-17,1211-HK,"Xiaomi to finalize its battery plans and use CATL CTP technology and BYD blade - 36Kr, citing sources (HK$11.68, 0.00)",0
2022-08-17,BMW-DE,"EVE Energy to be primary supplier of battery cells for BMW in Europe - Reuters (CNY 110.80, 0.00)",0
2022-08-18,175-HK,"StreetAccount Metrics Recap - Geely Automobile Holdings H1 Earnings (HK$16.84, -0.52)",1
2022-08-18,175-HK,"Geely Automobile Holdings CFO hopes NEV sales ratio to reach more than 30% in H2 - AA Stocks, citing company conference (HK$16.82, 0.00)",1
2022-08-18,175-HK,"Geely Automobile Holdings reports H1 net income attributable CNY1.55B vs FactSet CNY1.77B [1 est] (HK$16.84, -0.52)",1
2022-08-18,1211-HK,"BYD Co. Ltd. initiated no moat at Morningstar (HK$283.40, 0.00)",0
2022-08-19,500520-IN,"Mahindra & Mahindra looks to acquire GM's Talegaon factory - Economic Times (05:14 IT/19:34 ET/07:34 CT) ($38.72, 0.00)",0
2022-08-19,VOLV.B-SE,"Volvo announces Jan Gurander will step down as Volvo Group Deputy CEO as of 31-Dec (SEK 182.08, 0.00)",0
2022-08-19,GM-US,"Mahindra & Mahindra looks to acquire GM's Talegaon factory - Economic Times (05:14 IT/19:34 ET/07:34 CT) ($38.72, 0.00)",0
2022-08-19,F-US,Jury decides Ford should pay $1.7B in punitive damages for 2014 rollover accident in Georgia - Law360,0
2022-08-19,175-HK,"Geely Automobile Holdings mulls Hong Kong IPO for Cao Cao Mobility as early as next year - Bloomberg (HK$17.42, 0.00)",0
2022-08-20,175-HK,"Geely Automobile Holdings downgraded to neutral from buy at Mizuho Securities Asia Research (HK$17.42, 0.00)",0
2022-08-21,175-HK,"Zhejiang Geely Holding Group offers to acquire TuSimple's Asia-Pacific business - AI4Auto ($7.71, 0.00)",0
2022-08-21,7203-JP,Sichuan extends power cut order as drought persists:,0
2022-08-21,9868-HK,"StreetAccount Consensus Metrics Preview - XPeng, Inc. Q2 Earnings (HK$85.95, 0.00)",0
2022-08-22,VOW3-DE,"Volkswagen agrees deal with Canada to acquire raw materials for vehicle and battery production - Bloomberg citing sources (€183.80, -9.55)",1
2022-08-22,175-HK,StreetAccount M&A Summary: Week of 15-Aug,0
2022-08-22,2333-HK,"Haval general manager says NEV sales will account for 80% of overall auto sales in 2025 - STCN, citing strategy launch conference",0
2022-08-23,9868-HK,"XPeng, Inc. reports Q2 non-GAAP EPADS (CNY2.88) vs year-ago (CNY1.38) ($21.00, 0.00)",0
2022-08-23,9868-HK,"XPeng, Inc. downgraded to equal weight from overweight at Barclays ($18.73, 0.00)",0
2022-08-23,500520-IN,South Korean antitrust regulator approves KG Mobility's acquisition of SsangYong Motor (10:00 KT/06:30 IT),0
2022-08-23,9868-HK,"StreetAccount Metrics Recap - XPeng, Inc. Q2 Earnings ($21.00, 0.00)",0
2022-08-23,7201-JP,"""Exclusive: Nissan is to close its engine cylinder plant in Sunderland in 2024 when a contract with Renault, its sole customer, expires. All 250 people will be redeployed elsewhere at the site"" - Tweet by @MarkKleinmanSky (¥527.3000, 0)",1
2022-08-23,VOW3-DE,"Volkswagen looking to invest in Canadian mines, miners - Handelsblatt (€185.80, +4.80)",0
2022-08-23,MBG-DE,"Mercedes-Benz Group signs MoU with Government of Canada to explore EV value chain cooperation (€56.95, +1.04)",0
2022-08-23,MBG-DE,"Volkswagen looking to invest in Canadian mines, miners - Handelsblatt (€185.80, +4.80)",0
2022-08-24,7203-JP,"Toyota Motor to build 1-MW proton exchange membrane fuel cell power system at NREL Flatirons Campus (¥2100.0000, 0)",1
2022-08-24,7267-JP,"Honda Motor is weighing restructuring its supply chain to ease dependence on China - Sankei (¥3677.0000, 0)",0
2022-08-24,9868-HK,"Street Takeaways - XPeng, Inc. Q2 Earnings (HK$72.85, 0.00)",1
2022-08-24,LI-US,"Li Auto initiated buy at TF Securities (24-Aug, timing uncertain) (HK$113.30, 0.00)",0
2022-08-25,7267-JP,"Honda Motor to cut production by up to 40% in Japan in early September - Reuters (¥3650.0000, 0)",1
2022-08-25,175-HK,"Zeekr Intelligent Technology says it has no plans for fundraising - Jiemian, citing company",1
2022-08-25,175-HK,Zeekr Intelligent Technology considering going public - Bloomberg,1
2022-08-25,9868-HK,"US, China close to reaching deal to allow American regulators to inspect audit in Hong Kong - WSJ",0
2022-08-25,NIO-US,"US, China close to reaching deal to allow American regulators to inspect audit in Hong Kong - WSJ",0
2022-08-25,LI-US,"US, China close to reaching deal to allow American regulators to inspect audit in Hong Kong - WSJ",0
2022-08-26,NIO-US,"China Securities Regulatory Commission, Ministry of Finance and US regulators sign audit supervision cooperation agreement",0
2022-08-26,175-HK,"Geely Automobile Holdings enters into 3-year term loan facility of up to $400M with HSBC (HK$16.16, 0.00)",0
2022-08-26,175-HK,"Lotus CEO says the company will consider IPO after delivery next year - Cailian (HK$16.20, +0.26)",0
2022-08-26,9868-HK,"China Securities Regulatory Commission, Ministry of Finance and US regulators sign audit supervision cooperation agreement",0
2022-08-26,LI-US,"China Securities Regulatory Commission, Ministry of Finance and US regulators sign audit supervision cooperation agreement",0
2022-08-26,500520-IN,"Mahindra & Mahindra approves SsangYong Motor's restructuring scheme - Maeil (INR 1285.45, +24.90)",0
2022-08-26,NIO-US,"NIO's independent committee has substantially completed its review of Grizzly Research accusations (HK$153.10, 0.00)",0
2022-08-29,175-HK,"Geely Automobile Holdings initiated outperform at Haitong International (pre-HKG open) (HK$16.48, +0.32)",0
2022-08-29,1211-HK,"StreetAccount Metrics Recap - BYD Co. Ltd. H1 Earnings (HK$264.20, 0.00)",0
2022-08-29,1211-HK,"BYD Co. Ltd. reports H1 CAS net income attributable CNY3.60B vs guidance CNY2.80-3.60B and FactSet CNY3.11B [1 est] (HK$264.20, 0.00)",0
2022-08-29,LCID-US,"Lucid Group files $8B mixed securities shelf - S-3 ($16.17, 0.00)",0
2022-08-30,2333-HK,"Great Wall Motor reports H1 net income attributable CNY5.60B vs FactSet CNY5.53B [1 est] (HK$12.18, 0.00)",0
2022-08-30,1211-HK,"Berkshire Hathaway discloses sale of 1.3M shares in BYD's H shares on 24-Aug at average of HK$277.1/share (HK$263.00, 0.00)",0
2022-08-30,7201-JP,"Nissan Motor July global vehicle output +9.4% y/y to 284,755 vehicles (¥541.9000, 0)",1
2022-08-30,7203-JP,"Toyota Motor reports July global production (8.6%) y/y to 706,547 (¥2104.0000, +14)",0
2022-08-30,RNO-FR,"Geely Automobile in talks about taking stake in Renault's combustion engine unit - Reuters (€28.17, 0.00)",1
2022-08-30,7267-JP,"Honda Motor July global vehicle production +5.9% y/y to 343,205 units (¥3699.0000, 0)",1
2022-08-30,2333-HK,"StreetAccount Metrics Recap - Great Wall Motor H1 Earnings (HK$12.18, 0.00)",0
2022-08-30,7201-JP,"Geely Automobile in talks about taking stake in Renault's combustion engine unit - Reuters (€28.17, 0.00)",1
2022-08-30,175-HK,"Geely Automobile in talks about taking stake in Renault's combustion engine unit - Reuters (€28.17, 0.00)",0
2022-08-31,7203-JP,"Toyota to spend $2.5B (¥347.15B) to expand TBMNC (¥2101.5000, 0)",0
2022-08-31,7203-JP,"Toyota to spend up to ¥730B to expand EV battery production - Nikkei (¥2101.5000, 0)",0
2022-08-31,500520-IN,KG Mobility to acquire 73.1M shares of Ssangyong Motor for KRW365.49B,0
2022-09-01,1211-HK,"BYD Co. Ltd. initiated buy at TF Securities (pre-China open) (CNY 247.21, +0.71)",0
2022-09-01,2333-HK,Other notable research calls,0
2022-09-01,BMW-DE,"Bayerische Motoren Werke upgraded to buy at Goldman Sachs (€95.60, 0.00)",0
2022-09-01,1211-HK,Other notable research calls,0
2022-09-01,9868-HK,"Apple among outsiders seeking to upend auto industry via EVs - Nikkei (06:45 JT/05:45 HKT/16:45 ET) ($172.17, 0.00)",0
2022-09-02,7203-JP,"CORRECTION: Toyota Motor reports Q3 net income ¥791.74B vs FactSet ¥623.15B (¥2327.5000, +31.5)",0
2022-09-02,7267-JP,"Honda Motor reports Q3 EPS ¥112.42 vs FactSet ¥81.91 [6 est, ¥72.00-98.30] (¥3421.0000, 0)",0
2022-09-02,7203-JP,"StreetAccount Metrics Recap - Toyota Q3 Earnings (¥2354.0000, +58)",0
2022-09-03,NIO-US,"NIO Inc opens at HK$160 on the HKex (HK$161.00, 0.00)",0
2022-09-04,TSLA-US,Barron's Summary,0
2022-09-04,NIO-US,"Nio halts production due to coronavirus-related supply-chain issues - Reuters ($20.00, 0.00)",0
2022-09-05,175-HK,"Geely Automobile Holdings to acquire 34.02% of the shares of Renault Korea Motors via capital increase mechanism (€22.46, 0.00)",1
2022-09-05,175-HK,"Follow up: Geely Automobile Holdings to acquire 34.02% of shares of Renault Korea Motors for KRW264B (CNY1.38B) (€22.46, 0.00)",1
2022-09-05,1211-HK,"BYD Co. Ltd.'s Yuhua plant has ceased production - Jiemian (CNY 232.73, 0.00)",1
2022-09-05,BMW-DE,"BMW will reach 50% of global sales with EV's by 2030 at the latest - FAZ (€79.06, 0.00)",0
2022-09-05,2333-HK,"Great Wall Motor reports April sales volume 91,784 units, (41.4%) y/y (HK$9.72, 0.00)",1
2022-09-06,NIO-US,"NIO Inc reports Q1 adjusted EPADS (CNY0.79) vs FactSet (CNY0.94) ($20.38, 0.00)",1
2022-09-06,NIO-US,"NIO Inc chairman says production at JAC-NIO plant has recovered to pre-Covid level - Securities Times ($20.38, 0.00)",1
2022-09-07,F-US,Barron's Summary,1
2022-09-08,LI-US,"Li Auto initiated buy at CLSA (timing uncertain) (HK$126.80, 0.00)",0
2022-09-09,TSLA-US,"Tesla may set up lithium refinery in Texas - Reuters ($289.26, 0.00)",0
2022-09-09,BMW-DE,"Bayerische Motoren Werke to use round BMW battery cells in NEUE KLASSE from 2025 (€74.05, +1.10)",0
2022-09-09,PSNY-US,"Polestar Automotive initiated sell at Redburn ($6.72, 0.00)",0
2022-09-10,RNO-FR,"Renault open to reducing stake in Nissan Motor - Bloomberg (¥471.0000, 0)",0
2022-09-10,175-HK,"Renault open to reducing stake in Nissan Motor - Bloomberg (¥471.0000, 0)",0
2022-09-10,7201-JP,"Renault open to reducing stake in Nissan Motor - Bloomberg (¥471.0000, 0)",0
2022-09-11,RNO-FR,"Nissan, Renault unlikely to reach agreement on alliance before mid-November - Nikkei (03:48 JT/19:48 CET)",0
2022-09-11,7267-JP,"Honda Motor reports Q2 net income attributable ¥189.30B vs FactSet ¥211.25B [9 est, ¥169-261B], raises FY guidance (¥3420.0000, 0)",0
2022-09-11,7267-JP,"StreetAccount Metrics Recap - Honda Motor Q2 Earnings (¥3427.0000, 0)",0
2022-09-11,RIVN-US,"Rivian reports Q3 EPS ($1.57) ex-items vs FactSet ($1.79) [18 est, ($2.03)-(0.91)] - 8-K ($28.07, 0.00)",0
2022-09-11,7201-JP,"Nissan, Renault unlikely to reach agreement on alliance before mid-November - Nikkei (03:48 JT/19:48 CET)",0
2022-09-11,STLAM-IT,"Stellantis announces over €300M investment in Kenitra manufacturing facility in Morocco (€13.71, 0.00)",0
2022-09-11,7201-JP,"Nissan informs dealers of production cuts at U.S. plants - Automotive News (¥492.9000, 0)",0
2022-09-11,7201-JP,"Nissan Motor reports Q2 EPS ¥4.44 vs FactSet ¥13.14 [6 est, (¥7.41)-21.00] (¥492.9000, 0)",0
2022-09-12,TSLA-US,"Tesla planning (30%) m/m cut in December Model Y production in Shanghai - Reuters ($173.44, 0.00)",0
2022-09-12,LI-US,"StreetAccount Metrics Recap - Li Auto Q3 Earnings ($24.10, 0.00)",0
2022-09-12,LI-US,"Li Auto reports Q3 non-GAAP EPADS (CNY1.27) vs consensus (CNY0.68) ($24.10, 0.00)",0
2022-09-12,LI-US,"Li Auto president Yanan Shen resigns to devote more time to personal affairs, effective 1-Jan (HK$94.00, 0.00)",0
2022-09-13,1211-HK,"Barclays initiates BYDDF, BZ",0
2022-09-13,7267-JP,"Honda Motor weighs separating electric motorcycle unit and listing shares - WSJ ($25.29, -0.79)",0
2022-09-13,7267-JP,"Honda Motor denies report it might spin off, list its electric motorcycle business - Reuters (¥3629.0000, -24)",0
2022-09-13,STLAM-IT,"Stellantis and General Motors to execute a share repurchase transaction (€13.54, 0.00)",1
2022-09-15,RIVN-US,"Needham initiates FSR, LCID, RIVN",0
2022-09-15,PII-US,"Street Takeaways - BRP Inc Q2 Earnings (C$97.33, -0.27)",0
